title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
Kenya Nyeri Gatomboya,94.0,9.0,8.0,9.0,9.0,9.0,,57/77,"Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The bright finish leads with wisteria and red currant in the short; lime grapefruit zest and sandalwood carry the long.","A classic Kenya with deep fruit and florals, supported by a juicy sweet-savory structure.","Nyeri growing region, south-central Kenya",$12.00/8 ounces,"Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Available at any States Coffee café location in the San Francisco East Bay area. States Coffee, established in 2015, is a small-batch roastery and bakery that offers coffee, bread and baked goods. For more information on locations and hours visit www.statescoffee.com.",December 2021,Medium-Light,States Coffee,"Martinez, California",https://www.coffeereview.com/review/kenya-nyeri-gatomboya-2/
Ethiopia Yirgacheffe Aramo,93.0,9.0,8.0,9.0,8.0,9.0,,58/78,"Bright with spice-toned florals. Star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full,
satiny mouthfeel. The satisfying finish leads with notes of star jasmine and pink grapefruit zest in the short, rounding to crisp cocoa in the long.","A juicy, high-toned washed-process Ethiopia cup with a particularly pleasing acidity. Sweetly spice-toned floral notes throughout.","Yirgacheffe growing region, south-central Ethiopia",$12.00/8 ounces,"Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Available at any States Coffee café location in the San Francisco East Bay area. States Coffee, established in 2015, is a small-batch roastery and bakery that offers coffee, bread and baked goods. For more information on locations and hours visit www.statescoffee.com.",December 2021,Medium-Light,States Coffee,"Martinez, California",https://www.coffeereview.com/review/ethiopia-yirgacheffe-aramo/
Ethiopia Nano Genji #5,93.0,9.0,8.0,9.0,8.0,9.0,,60/78,"Richly floral-toned, deeply sweet. Narcissus, Meyer lemon zest, cocoa nib, marjoram, maple syrup in aroma and cup. Sweet-toned structure with juicy, bright acidity; syrupy-smooth mouthfeel. Balanced floral, citrusy finish.","A graceful, harmonious washed Ethiopia cup with spicy floral notes throughout, supported by citrus and cocoa.","Guji Zone, Oromia Region, southern Ethiopia",$16.00/10 ounces,"Produced from indigenous Ethiopian landrace tree varieties long grown in the region and processed by the washed method (fruit skin and pulp are removed before drying). Collage Coffee works with local artists to promote fine arts in its region and values serving its community. This coffee is available for purchase at the Collage store and cafe, 221 South Broad Street, Grove City, Pennsylvania.",December 2021,Medium-Light,Collage Coffee,"Grove City, Pennsylvania",https://www.coffeereview.com/review/ethiopia-nano-genji-5/
5a Sur,89.0,7.0,7.0,8.0,8.0,9.0,,52/64,"Crisply sweet, nut-toned. Cashew butter, baking chocolate, magnolia, pear, cedar in aroma and cup. Sweetly brisk structure; satiny mouthfeel. The finish consolidates to notes of cashew and cedar.","A darkish medium version of a classic Guatemala cup: sweet, balanced, gently nut-toned.","Antigua, Guatemala",$5.00/12 ounces,"Produced at Beneficio La Esperanza, from trees of the Bourbon, Caturra and Catuaí varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe for more information.",December 2021,Medium,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/5a-sur-2/
Finca San Carlos,88.0,7.0,7.0,8.0,7.0,8.0,,63/83,"Crisply sweet-savory. Pecan, pie cherry, brown sugar, oak, a hint of gardenia in aroma and cup. Bittersweet structure with brisk acidity; chewy mouthfeel. Pecan tones prevail in the crisply sweet finish.","A robust, bittersweet cup, nut-toned and gently fruity.","Antigua, Guatemala",$13.00/12 ounces,,December 2021,Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/finca-san-carlos-2/
Esperanza Bourbon,92.0,9.0,8.0,8.0,8.0,9.0,,59/76,"Bright, deeply chocolaty. Dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. Sweet-tart structure with juicy acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut thyme.","A cocoa-toned, citrusy, sweetly herbaceous washed Guatemala cup.","Antigua, Guatemala",$16.50/12 ounces,"Produced at Beneficio La Esperanza, from trees of the Bourbon variety of Arabica, and processed by the washed method. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Medium-Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/esperanza-bourbon/
Esperanza Villa Sarchi,90.0,8.0,8.0,8.0,8.0,8.0,,66/84,"Balanced, richly bittersweet. Cocoa powder, prairie flowers, date, lily, fresh-cut oak in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir.","A straightforward Guatemala cup with inviting cocoa notes, deep fruit and gently sweet florals.","Antigua, Guatemala",$16.50/12 ounces,"Produced by Josué Morales of Finca La Esperanza entirely of the Villa Sarchi variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA Organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/esperanza-villa-sarchi/
5a Poniente,88.0,7.0,7.0,8.0,8.0,8.0,,48/56,"Richly bittersweet. Dark chocolate, hop flowers, fir, almond, raisin in aroma and cup. Bittersweet structure with gentle acidity; very full, syrupy mouthfeel. The crisp, chocolaty finish is supported by smoky aromatic wood notes.","A sweet, chocolaty, earthy Guatemala cup with a roast profile on the darkish end of medium.","Antigua, Guatemala",$5.00/12 ounces,"Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Medium,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/5a-poniente-2/
El Pintado Classico,87.0,7.0,7.0,8.0,7.0,8.0,,65/79,"Delicate, crisply sweet. Pistachio, fir, lime zest, freesia, brown sugar in aroma and cup. Sweet-toned structure with gentle acidity; velvety mouthfeel. The finish consolidates to notes of fir and lime zest.","A friendly blend of Bourbon and Geisha varieties from Guatemala that nets an accessible, familiar cup.","Antigua, Guatemala",$16.50/12 ounces,"Produced at Finca El Pintado from trees of the Bourbon and Geisha varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA organic. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/el-pintado-classico/
Las Moritas Yellow Caturra,87.0,7.0,7.0,8.0,7.0,8.0,,58/84,"Gently fruit-toned, wood-framed. Prune, balsa wood, hazelnut, orange zest, a hint of freesia in aroma and cup. Sweet-savory structure with gently bittersweet acidity; velvety mouthfeel. Notes of balsa and hazelnut drive the finish.",A richly nutty Guatemala cup with notes of dried fruit and a hint of spice-toned florals.,"El Progresso Department, Guatemala",$13.00/12 ounces,"Produced by Higinio Gómez entirely of the Yellow Caturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/las-moritas-yellow-caturra/
Proyecto Aurora,92.0,8.0,8.0,9.0,8.0,9.0,,56/68,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib.","A rich, floral-driven cup with pleasing stone fruit and cocoa notes. Harmonious and integrated.","Antigua, Guatemala",$10.00/12 ounces,"Produced at Beneficio La Esperanza from trees of the Bourbon, Caturra and Caturai varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Proyecto Aurora is a special project of the employees of Beneficio La Esperanza on the parcels they own in Ciudad Vieja and Alotenango. Coffee is picked only on Sunday, as this is the only day of the week they aren’t picking coffee on other parcels. El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Medium-Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/proyecto-aurora/
Kenya Nyeri AA Hercules,93.0,8.0,8.0,9.0,9.0,9.0,,54/72,"Balanced, sweetly savory. Narcissus, date, orange zest, tamarind, cedar in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of tamarind, supported by orange zest and cedar.","A balanced, floral-toned Kenya cup with an especially plush mouthfeel.","Nyeri growing region, south-central Kenya",NT $500/8 ounces,"Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Luv Moshi is a Taiwan-based specialty coffee roaster. Visit https://www.facebook.com/luvMoshi for more information.",December 2021,Medium-Light,Luv Moshi,"Tainan City, Taiwan",https://www.coffeereview.com/review/kenya-nyeri-aa-hercules/
Finca Santa Isabel,90.0,8.0,8.0,8.0,8.0,8.0,,63/80,"Sweet-toned, floral. Magnolia, yellow plum, almond, cane sugar, cedar in aroma and cup. Sweetly tart structure with gently bright acidity; satiny mouthfeel. Floral- and aromatic wood-toned finish.",A multi-layered Guatemala cup poised between floral and nut impulses.,"Cobán, Alta Verapaz Department, Guatemala",$13.00/12 ounces,"Produced by Luis Wicho Valdes entirely of the Caturra variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is toroast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",December 2021,Light,El Gran Cafe,"Antigua, Guatemala",https://www.coffeereview.com/review/finca-santa-isabel-2/
